"ComputerName";"UserName";"ProcessorName";"TotalPhysicalMemoryMB";"ProcessorCores";"DriveCSizeGB";"PCSystemType";"Model";"OSName";"OSVersion";"MACAddress";"IPv4DefaultGateway";"NumberOfMonitors";"DateTime"
"RANDERS";"AzureAD\HansChristianAnderse";"AMD Ryzen 9 5900HX with Radeon Graphics        ";"15770";"8";"1907";"Desktop";"MINIPC PN52";"Microsoft Windows 11 Enterprise";"10.0.22631";"0A-00-27-00-00-14, 50-C2-E8-D6-23-D7, 50-C2-E8-D6-23-D8, A0-36-BC-57-B3-DB";"10.40.0.1";"\\.\DISPLAY7: 1920 x 1080";"14.35.33 14.11.2024"
